row,user_id,block,block_trial,trial,technique,technique_id,command,number_of_encounter,frequency,method,method_id,ub,ub_id,time,errors
0,0,0,0,0,traditional,0,Pencil,0.0,72,menu,0,menu_only,0,15.308,0
1,0,0,1,1,traditional,0,Banana,0.0,36,menu,0,menu_only,0,3.424,0
2,0,0,2,2,traditional,0,Karate,0.0,24,menu,0,menu_only,0,4.466,0
3,0,0,3,3,traditional,0,Strawberry,0.0,144,menu,0,menu_only,0,3.737,0
4,0,0,4,4,traditional,0,Banana,1.0,36,menu,0,menu_only,0,3.055,0
5,0,0,5,5,traditional,0,Karate,1.0,24,menu,0,menu_only,0,2.7289999999999996,0
6,0,0,6,6,traditional,0,Strawberry,1.0,144,menu,0,menu_only,0,2.9,0
7,0,0,7,7,traditional,0,Cards,0.0,48,menu,0,menu_only,0,3.008,0
8,0,0,8,8,traditional,0,Corn,0.0,24,menu,0,menu_only,0,3.071,0
9,0,0,9,9,traditional,0,Strawberry,2.0,144,menu,0,menu_only,0,2.884,0
10,0,0,10,10,traditional,0,Cards,1.0,48,menu,0,menu_only,0,28.379,0
11,0,0,11,11,traditional,0,Mouse,0.0,24,menu,0,menu_only,0,2.7760000000000002,0
12,0,0,12,12,traditional,0,Strawberry,3.0,144,menu,0,menu_only,0,3.272,0
13,0,0,13,13,traditional,0,Cards,2.0,48,menu,0,menu_only,0,4.621,0
14,0,0,14,14,traditional,0,Mouse,1.0,24,menu,0,menu_only,0,2.853,0
15,0,0,15,15,traditional,0,Strawberry,4.0,144,menu,0,menu_only,0,3.0389999999999997,0
16,0,0,16,16,traditional,0,Cards,3.0,48,menu,0,menu_only,0,3.582,0
17,0,0,17,17,traditional,0,Coat,0.0,36,menu,0,menu_only,0,5.0710000000000015,0
18,0,0,18,18,traditional,0,Sweater,0.0,144,menu,0,menu_only,0,3.272,0
19,0,0,19,19,traditional,0,Pencil,1.0,72,menu,0,menu_only,0,3.272,0
20,0,0,20,20,traditional,0,Strawberry,5.0,144,menu,0,menu_only,0,6.466,0
21,0,0,21,21,traditional,0,Sweater,1.0,144,menu,0,menu_only,0,3.1180000000000003,0
22,0,0,22,22,traditional,0,Garlic,0.0,48,menu,0,menu_only,0,3.613,0
23,0,0,23,23,traditional,0,Pencil,2.0,72,menu,0,menu_only,0,2.4819999999999998,0
24,0,0,24,24,traditional,0,Sweater,2.0,144,menu,0,menu_only,0,2.0780000000000003,0
25,0,0,25,25,traditional,0,Garlic,1.0,48,menu,0,menu_only,0,3.1010000000000004,0
26,0,0,26,26,traditional,0,Frog,0.0,24,menu,0,menu_only,0,4.048,0
27,0,0,27,27,traditional,0,Sweater,3.0,144,menu,0,menu_only,0,2.667,0
28,0,0,28,28,traditional,0,Garlic,2.0,48,menu,0,menu_only,0,2.714,0
29,0,0,29,29,traditional,0,Frog,1.0,24,menu,0,menu_only,0,2.5269999999999997,0
30,0,0,30,30,traditional,0,Sweater,4.0,144,menu,0,menu_only,0,16.035,0
31,0,0,31,31,traditional,0,Garlic,3.0,48,keyboard shortcut,1,hotkey_menu_opened,2,4.187,0
32,0,0,32,32,traditional,0,Coat,1.0,36,menu,0,menu_only,0,3.071,0
33,0,0,33,33,traditional,0,Pencil,3.0,72,menu,0,menu_only,0,3.923,0
34,0,0,34,34,traditional,0,Strawberry,6.0,144,menu,0,menu_only,0,2.311,0
35,0,0,35,35,traditional,0,Pencil,4.0,72,menu,0,menu_only,0,2.6210000000000004,0
36,0,0,36,36,traditional,0,Sweater,5.0,144,menu,0,menu_only,0,2.9,0
37,0,0,37,37,traditional,0,Dolphin,0.0,72,menu,0,menu_only,0,2.636,0
38,0,0,38,38,traditional,0,Sweater,6.0,144,keyboard shortcut,1,hotkey_menu_opened,2,3.318,0
39,0,0,39,39,traditional,0,Sweater,7.0,144,keyboard shortcut,1,hotkey_menu_opened,2,6.017,0
40,0,0,40,40,traditional,0,Dolphin,1.0,72,menu,0,menu_only,0,7.537000000000001,0
41,0,0,41,41,traditional,0,Coat,2.0,36,menu,0,menu_only,0,3.179,0
42,0,0,42,42,traditional,0,Sweater,8.0,144,keyboard shortcut,1,hotkey_menu_opened,2,3.97,0
43,0,0,43,43,traditional,0,Dolphin,2.0,72,keyboard shortcut,1,hotkey_menu_opened,2,3.5980000000000003,0
44,0,0,44,44,traditional,0,Pencil,5.0,72,menu,0,menu_only,0,3.6910000000000003,0
45,0,0,45,45,traditional,0,Corn,1.0,24,menu,0,menu_only,0,2.9,0
46,0,0,46,46,traditional,0,Dolphin,3.0,72,menu,0,menu_only,0,4.234,0
47,0,0,47,47,traditional,0,Sweater,9.0,144,menu,0,menu_only,0,3.443,0
48,0,0,48,48,traditional,0,Strawberry,7.0,144,menu,0,menu_only,0,2.4819999999999998,0
49,0,0,49,49,traditional,0,Dolphin,4.0,72,menu,0,menu_only,0,2.512,0
50,0,0,50,50,traditional,0,Dolphin,5.0,72,menu,0,menu_only,0,4.621,0
51,0,0,51,51,traditional,0,Strawberry,8.0,144,menu,0,menu_only,0,2.792,0
52,0,0,52,52,traditional,0,Sweater,10.0,144,menu,0,menu_only,0,2.404,0
53,0,0,53,53,traditional,0,Strawberry,9.0,144,menu,0,menu_only,0,2.218,0
54,0,0,54,54,traditional,0,Banana,2.0,36,menu,0,menu_only,0,2.233,0
55,0,0,55,55,traditional,0,Strawberry,10.0,144,menu,0,menu_only,0,2.327,0
56,0,0,56,56,traditional,0,Clock,0.0,12,menu,0,menu_only,0,2.187,0
57,0,0,57,57,traditional,0,Camel,0.0,12,menu,0,menu_only,0,2.528,0
58,0,0,58,58,traditional,0,Sweater,11.0,144,menu,0,menu_only,0,4.508999999999999,1
59,0,0,59,59,traditional,0,Strawberry,11.0,144,menu,0,menu_only,0,2.427,0
60,0,1,0,60,traditional,0,Karate,2.0,24,menu,0,menu_only,0,18.016,0
61,0,1,1,61,traditional,0,Pencil,6.0,72,menu,0,menu_only,0,2.334,0
62,0,1,2,62,traditional,0,Banana,3.0,36,menu,0,menu_only,0,2.489,0
63,0,1,3,63,traditional,0,Karate,3.0,24,menu,0,menu_only,0,2.8160000000000003,0
64,0,1,4,64,traditional,0,Strawberry,12.0,144,menu,0,menu_only,0,2.131,0
65,0,1,5,65,traditional,0,Banana,4.0,36,menu,0,menu_only,0,2.583,0
66,0,1,6,66,traditional,0,Pencil,7.0,72,menu,0,menu_only,0,2.4419999999999997,0
67,0,1,7,67,traditional,0,Strawberry,13.0,144,menu,0,menu_only,0,2.0069999999999997,0
68,0,1,8,68,traditional,0,Banana,5.0,36,menu,0,menu_only,0,1.9609999999999999,0
69,0,1,9,69,traditional,0,Strawberry,14.0,144,menu,0,menu_only,0,2.0540000000000003,0
70,0,1,10,70,traditional,0,Strawberry,15.0,144,menu,0,menu_only,0,5.305,0
71,0,1,11,71,traditional,0,Cards,4.0,48,menu,0,menu_only,0,3.812,0
72,0,1,12,72,traditional,0,Sweater,12.0,144,menu,0,menu_only,0,2.676,0
73,0,1,13,73,traditional,0,Strawberry,16.0,144,menu,0,menu_only,0,2.412,0
74,0,1,14,74,traditional,0,Cards,5.0,48,menu,0,menu_only,0,2.925,0
75,0,1,15,75,traditional,0,Mouse,2.0,24,menu,0,menu_only,0,2.8310000000000004,0
76,0,1,16,76,traditional,0,Strawberry,17.0,144,menu,0,menu_only,0,2.21,0
77,0,1,17,77,traditional,0,Cards,6.0,48,menu,0,menu_only,0,2.21,0
78,0,1,18,78,traditional,0,Mouse,3.0,24,menu,0,menu_only,0,2.023,0
79,0,1,19,79,traditional,0,Sweater,13.0,144,menu,0,menu_only,0,2.364,0
80,0,1,20,80,traditional,0,Cards,7.0,48,menu,0,menu_only,0,4.823,0
81,0,1,21,81,traditional,0,Garlic,4.0,48,menu,0,menu_only,0,1.882,0
82,0,1,22,82,traditional,0,Sweater,14.0,144,menu,0,menu_only,0,3.983,0
83,0,1,23,83,traditional,0,Garlic,5.0,48,menu,0,menu_only,0,2.5980000000000003,0
84,0,1,24,84,traditional,0,Strawberry,18.0,144,menu,0,menu_only,0,2.396,0
85,0,1,25,85,traditional,0,Sweater,15.0,144,menu,0,menu_only,0,2.287,0
86,0,1,26,86,traditional,0,Garlic,6.0,48,menu,0,menu_only,0,2.069,0
87,0,1,27,87,traditional,0,Sweater,16.0,144,menu,0,menu_only,0,2.209,0
88,0,1,28,88,traditional,0,Sweater,17.0,144,menu,0,menu_only,0,2.131,0
89,0,1,29,89,traditional,0,Garlic,7.0,48,menu,0,menu_only,0,2.7230000000000003,0
90,0,1,30,90,traditional,0,Frog,2.0,24,menu,0,menu_only,0,6.239,0
91,0,1,31,91,traditional,0,Sweater,18.0,144,menu,0,menu_only,0,2.52,0
92,0,1,32,92,traditional,0,Dolphin,6.0,72,menu,0,menu_only,0,2.271,0
93,0,1,33,93,traditional,0,Frog,3.0,24,menu,0,menu_only,0,3.562,0
94,0,1,34,94,traditional,0,Dolphin,7.0,72,menu,0,menu_only,0,2.536,0
95,0,1,35,95,traditional,0,Strawberry,19.0,144,menu,0,menu_only,0,2.7689999999999997,0
96,0,1,36,96,traditional,0,Dolphin,8.0,72,menu,0,menu_only,0,2.458,0
97,0,1,37,97,traditional,0,Coat,3.0,36,menu,0,menu_only,0,3.532,0
98,0,1,38,98,traditional,0,Dolphin,9.0,72,menu,0,menu_only,0,2.645,0
99,0,1,39,99,traditional,0,Corn,2.0,24,menu,0,menu_only,0,2.9410000000000003,0
100,0,1,40,100,traditional,0,Sweater,19.0,144,menu,0,menu_only,0,7.421,0
101,0,1,41,101,traditional,0,Dolphin,10.0,72,menu,0,menu_only,0,2.863,0
102,0,1,42,102,traditional,0,Clock,1.0,12,menu,0,menu_only,0,2.256,0
103,0,1,43,103,traditional,0,Strawberry,20.0,144,menu,0,menu_only,0,2.084,0
104,0,1,44,104,traditional,0,Dolphin,11.0,72,menu,0,menu_only,0,2.085,0
105,0,1,45,105,traditional,0,Coat,4.0,36,menu,0,menu_only,0,4.029,0
106,0,1,46,106,traditional,0,Camel,1.0,12,menu,0,menu_only,0,1.913,0
107,0,1,47,107,traditional,0,Sweater,20.0,144,menu,0,menu_only,0,1.9140000000000001,0
108,0,1,48,108,traditional,0,Coat,5.0,36,menu,0,menu_only,0,2.225,0
109,0,1,49,109,traditional,0,Corn,3.0,24,menu,0,menu_only,0,1.758,0
110,0,1,50,110,traditional,0,Strawberry,21.0,144,menu,0,menu_only,0,3.9210000000000003,0
111,0,1,51,111,traditional,0,Sweater,21.0,144,menu,0,menu_only,0,2.0540000000000003,0
112,0,1,52,112,traditional,0,Strawberry,22.0,144,menu,0,menu_only,0,2.209,0
113,0,1,53,113,traditional,0,Pencil,8.0,72,menu,0,menu_only,0,2.272,0
114,0,1,54,114,traditional,0,Sweater,22.0,144,menu,0,menu_only,0,2.427,0
115,0,1,55,115,traditional,0,Pencil,9.0,72,menu,0,menu_only,0,2.925,0
116,0,1,56,116,traditional,0,Pencil,10.0,72,menu,0,menu_only,0,2.8,0
117,0,1,57,117,traditional,0,Pencil,11.0,72,menu,0,menu_only,0,1.8980000000000001,0
118,0,1,58,118,traditional,0,Sweater,23.0,144,menu,0,menu_only,0,1.883,0
119,0,1,59,119,traditional,0,Strawberry,23.0,144,menu,0,menu_only,0,2.085,0
120,0,2,0,120,traditional,0,Banana,6.0,36,menu,0,menu_only,0,5.149,0
121,0,2,1,121,traditional,0,Corn,4.0,24,menu,0,menu_only,0,1.883,0
122,0,2,2,122,traditional,0,Pencil,12.0,72,menu,0,menu_only,0,2.52,0
123,0,2,3,123,traditional,0,Banana,7.0,36,menu,0,menu_only,0,2.489,0
124,0,2,4,124,traditional,0,Karate,4.0,24,menu,0,menu_only,0,2.411,0
125,0,2,5,125,traditional,0,Pencil,13.0,72,menu,0,menu_only,0,2.738,0
126,0,2,6,126,traditional,0,Banana,8.0,36,menu,0,menu_only,0,1.867,0
127,0,2,7,127,traditional,0,Karate,5.0,24,menu,0,menu_only,0,2.4730000000000003,0
128,0,2,8,128,traditional,0,Strawberry,24.0,144,menu,0,menu_only,0,2.7539999999999996,0
